,Identificador,Titulo,Data,Local,Status,Texto,Resposta
34,ID: 158598967,Pedi á troca de uma bateria depois cancelamento e estorno e não tive retorno,02/02/2023 às 11:35,Belo Horizonte - MG,Não respondida,"Tenho um volkswagen GOL, pedi uma bateria no SITE data MOURA no dia 25/01/2023 (Quarte-feira), a bateria funcionou apenas por 4 dias, quando fui verificar o modelo e era diferente do que estava antes no meu carro. Abri uma solicitação de troca do dia 29/01/2023 (Domingo) e outra no dia 30/01/2023. Porém não tive resposta, apenas que foi criada a solicitação.Devido a demora e eu estar sem utilizar o carro, fiz algumas ligações para a MOURA e saber o status, devido a demora pedi o cancelamento e estorno no dia 02/02/2023 pelo telefone. Me disseram que não poderiam me dar resposta do cancelamento por já haver outra solicitação em andamento e eu não poderia falar com o setor responsável pelo cancelamento.Estou a 5 dias sem utilizar meu carro, a Moura não me passou nenhum posicionamento, não estou conseguindo conversar com o setor responsável para cancelar e estornar o valor.Muito frustrante essa situação, pois para vender, no site deles está em 50 minutos de entrega. Porém para cancelar ou trocar, ninguém sabe o dia e nem o prazo.Uma dica é nunca baterias de nenhum modelo da marca MOURA, pois, se apresentar defeito, você não vai conseguir utilizar seu carro por muito tempo.",
35,ID: 158583263,Bateria que dura 3 meses ,02/02/2023 às 08:20,Osasco - SP,Não respondida,"Comprei uma bateria pela internet pelo próprio site da Moura no mês de Agosto, em Novembro, quando fui sair com o carro para mais um dia de trabalho o carro não ligava. Liguei para Moura para relatar o problema e eles agendaram um técnico para ir até a minha residência e ainda tive que pagar aproximadamente 60,00. O mesmo retirou a bateria e quase 2 meses depois recebi um retorno que a bateria foi restaurada e que fariam a devolução da mesma cobrando novamente a mesma taxa!!! Absurdo ter que pagar essas taxas onde comprei uma bateria nova.",
36,ID: 158548633,Cadê a garantia?,01/02/2023 às 15:58,Uberlândia - MG,Não respondida,"No último dia 27/01 realizei uma compra de bateria via site da Moura. A promessa era que entregariam instalada e testada em até 50 minutos. Até aí tudo certo. Porém, a pessoa que veio trazer e instalar a bateria no meu carro não me entregou a nota fiscal do produto. Quando o questionei a respeito ele disse que a nota seria enviada por e-mail em até 2 dias úteis. Entrei em contato com a empresa via e-mail, mas não me retornaram até o momento.",
37,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
38,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
39,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
40,ID: 158823035,Péssimo serviço Moura Fácil,06/02/2023 às 15:31,Rio de Janeiro - RJ,Não respondida,"Fiz um agendamento no site desta empresa para a compra de uma bateria para o meu carro, fiz o agendamento NO DIA ANTERIOR, o agendamento estava marcado para 15h.As 15h nem sinal do entregador à caminho, liguei para a central de atendimento da empresa e fui informada que iriam fazer contato com o revendedor parceiro e me retornar, pois bem 30 minutos se passaram da minha ligação para a central de atendimento e nada do entregador ou da ligação!Eu pedi dispensa do trabalho para poder aguardar o serviço e posteriormente ir à uma consulta médica, mas a falta de responsabilidade da empresa e seus parceiros me tomaram não só tempo mas criaram um transtorno para mim! Com 30 minutos de atraso, o entregador apareceu, eu já tinha perdido minha consulta médica, saído do trabalho à toa, mas fiz questão de recusar o serviço, pois só assim as empresas aprendem a prestar serviço de qualidade!Se não tem condições de entregar o serviço ao qual se propõe, não oferte-o como se fosse um facilitador! NÃO RECOMENDO O SERVIÇO MOURA FÁCIL PARA NINGUÉM. ",
41,ID: 158637133,"MOURA FÁCIL, COMPRA DE BATERIA, DEFEITO, DEMORA NO ANTEDIMENTO",02/02/2023 às 19:45,Rio de Janeiro - RJ,Não respondida,"No dia 20 de janeiro efetuei a compra de uma Bateria pelo Moura Fácil. Como o carro possui o sistema start stop, foi necessária bateria específica, obviamente mais cara. Após a instalação quando fomos usar o carro o sistema já não funcionava mais. Ontem acendeu a Luz da Bateria e outro problema foi identificado. Liguei para o tele atendimento em 01/02, protocolo 3151886, 12:47, e foi informado que eu deveria levar até a autorizada. Expliquei que entendia ser o caso de receber um atendimento no local, dado que o painel indicava bateria com baixa tensão, e o atendente falou que somente em casos em que o carro estava totalmente parado eles mandavam atendimento no local. Ao sair do trabalho, já fora do horário de atendimento na autorizada, minha esposa dirigia de volta para casa quando o carro travou completamente, apagou tudo, pane total. Tentei contato com o atendimentos Moura Fácil e já estava fora do horário de atendimento. Acionamos o seguro e o carro foi rebocado até nossa residência. Hoje, 02/02, protocolo 607170, 8:00, falei com a atendente que abriu um chamado para atendimento domiciliar, contudo com prazo de 48 horas. Apesar de ainda estar dentro do prazo, questiono o seguinte, quando o carro apresentou o problema de bateria atestado pelo técnico da Moura e o objetivo era a venda, o atendimento ocorreu em 50 minutos, agora, quando o carro apresentou indicativo de problema da bateria no painel, passou a ser necessário levar à autorizada, sem atendimento no local, o que fez com que o carro entrasse em pane total, ficasse parado em local de risco  e fosse rebocado pela seguradora, e mesmo assim, sou obrigado a aguardar por pelo menos 48 horas para o atendimento após duas ligações devidamente protocoladas.",
42,ID: 158633473,Bateria Moura com um mês de uso deu problema!,02/02/2023 às 18:43,Fortaleza - CE,Não respondida,"Bateria Moura com um mês de uso deu problema, levei na revenda a qual fez um reparo falando que esse reparo foi feito na assistência técnica da Moura, recebi a bateria no outro dia. O mesmo problema voltou a ocorrer com exatos 2 meses. Porem resolvi levar direto na assistência da Moura e lá me passaram o laudo que a garantia tinha sido perdida devido ao reparo, o qual a revenda autorizada havia dito que tinha sido executado na Moura. Resumindo: R$ 520,00 jogados no lixo! Uso baterias Moura em 2 veículos e em 3 motos. Nunca tinha precisado da garantia, e logo na primeira vez acontece isso! Bem que me avisaram para colocar a Yuasa que era a original. Bem, a besteira já foi feita! Não usarei mais baterias moura nas próximas trocas!!! Para não correi o risco que ficar sem o transporte!",
43,ID: 158598967,Pedi á troca de uma bateria depois cancelamento e estorno e não tive retorno,02/02/2023 às 11:35,Belo Horizonte - MG,Não respondida,"Tenho um volkswagen GOL, pedi uma bateria no SITE data MOURA no dia 25/01/2023 (Quarte-feira), a bateria funcionou apenas por 4 dias, quando fui verificar o modelo e era diferente do que estava antes no meu carro. Abri uma solicitação de troca do dia 29/01/2023 (Domingo) e outra no dia 30/01/2023. Porém não tive resposta, apenas que foi criada a solicitação.Devido a demora e eu estar sem utilizar o carro, fiz algumas ligações para a MOURA e saber o status, devido a demora pedi o cancelamento e estorno no dia 02/02/2023 pelo telefone. Me disseram que não poderiam me dar resposta do cancelamento por já haver outra solicitação em andamento e eu não poderia falar com o setor responsável pelo cancelamento.Estou a 5 dias sem utilizar meu carro, a Moura não me passou nenhum posicionamento, não estou conseguindo conversar com o setor responsável para cancelar e estornar o valor.Muito frustrante essa situação, pois para vender, no site deles está em 50 minutos de entrega. Porém para cancelar ou trocar, ninguém sabe o dia e nem o prazo.Uma dica é nunca baterias de nenhum modelo da marca MOURA, pois, se apresentar defeito, você não vai conseguir utilizar seu carro por muito tempo.",
44,ID: 158583263,Bateria que dura 3 meses ,02/02/2023 às 08:20,Osasco - SP,Não respondida,"Comprei uma bateria pela internet pelo próprio site da Moura no mês de Agosto, em Novembro, quando fui sair com o carro para mais um dia de trabalho o carro não ligava. Liguei para Moura para relatar o problema e eles agendaram um técnico para ir até a minha residência e ainda tive que pagar aproximadamente 60,00. O mesmo retirou a bateria e quase 2 meses depois recebi um retorno que a bateria foi restaurada e que fariam a devolução da mesma cobrando novamente a mesma taxa!!! Absurdo ter que pagar essas taxas onde comprei uma bateria nova.",
45,ID: 158548633,Cadê a garantia?,01/02/2023 às 15:58,Uberlândia - MG,Não respondida,"No último dia 27/01 realizei uma compra de bateria via site da Moura. A promessa era que entregariam instalada e testada em até 50 minutos. Até aí tudo certo. Porém, a pessoa que veio trazer e instalar a bateria no meu carro não me entregou a nota fiscal do produto. Quando o questionei a respeito ele disse que a nota seria enviada por e-mail em até 2 dias úteis. Entrei em contato com a empresa via e-mail, mas não me retornaram até o momento.",
46,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
47,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
48,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
49,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
50,ID: 158637133,"MOURA FÁCIL, COMPRA DE BATERIA, DEFEITO, DEMORA NO ANTEDIMENTO",02/02/2023 às 19:45,Rio de Janeiro - RJ,Não respondida,"No dia 20 de janeiro efetuei a compra de uma Bateria pelo Moura Fácil. Como o carro possui o sistema start stop, foi necessária bateria específica, obviamente mais cara. Após a instalação quando fomos usar o carro o sistema já não funcionava mais. Ontem acendeu a Luz da Bateria e outro problema foi identificado. Liguei para o tele atendimento em 01/02, protocolo 3151886, 12:47, e foi informado que eu deveria levar até a autorizada. Expliquei que entendia ser o caso de receber um atendimento no local, dado que o painel indicava bateria com baixa tensão, e o atendente falou que somente em casos em que o carro estava totalmente parado eles mandavam atendimento no local. Ao sair do trabalho, já fora do horário de atendimento na autorizada, minha esposa dirigia de volta para casa quando o carro travou completamente, apagou tudo, pane total. Tentei contato com o atendimentos Moura Fácil e já estava fora do horário de atendimento. Acionamos o seguro e o carro foi rebocado até nossa residência. Hoje, 02/02, protocolo 607170, 8:00, falei com a atendente que abriu um chamado para atendimento domiciliar, contudo com prazo de 48 horas. Apesar de ainda estar dentro do prazo, questiono o seguinte, quando o carro apresentou o problema de bateria atestado pelo técnico da Moura e o objetivo era a venda, o atendimento ocorreu em 50 minutos, agora, quando o carro apresentou indicativo de problema da bateria no painel, passou a ser necessário levar à autorizada, sem atendimento no local, o que fez com que o carro entrasse em pane total, ficasse parado em local de risco  e fosse rebocado pela seguradora, e mesmo assim, sou obrigado a aguardar por pelo menos 48 horas para o atendimento após duas ligações devidamente protocoladas.",
51,ID: 158633473,Bateria Moura com um mês de uso deu problema!,02/02/2023 às 18:43,Fortaleza - CE,Não respondida,"Bateria Moura com um mês de uso deu problema, levei na revenda a qual fez um reparo falando que esse reparo foi feito na assistência técnica da Moura, recebi a bateria no outro dia. O mesmo problema voltou a ocorrer com exatos 2 meses. Porem resolvi levar direto na assistência da Moura e lá me passaram o laudo que a garantia tinha sido perdida devido ao reparo, o qual a revenda autorizada havia dito que tinha sido executado na Moura. Resumindo: R$ 520,00 jogados no lixo! Uso baterias Moura em 2 veículos e em 3 motos. Nunca tinha precisado da garantia, e logo na primeira vez acontece isso! Bem que me avisaram para colocar a Yuasa que era a original. Bem, a besteira já foi feita! Não usarei mais baterias moura nas próximas trocas!!! Para não correi o risco que ficar sem o transporte!",
52,ID: 158598967,Pedi á troca de uma bateria depois cancelamento e estorno e não tive retorno,02/02/2023 às 11:35,Belo Horizonte - MG,Não respondida,"Tenho um volkswagen GOL, pedi uma bateria no SITE data MOURA no dia 25/01/2023 (Quarte-feira), a bateria funcionou apenas por 4 dias, quando fui verificar o modelo e era diferente do que estava antes no meu carro. Abri uma solicitação de troca do dia 29/01/2023 (Domingo) e outra no dia 30/01/2023. Porém não tive resposta, apenas que foi criada a solicitação.Devido a demora e eu estar sem utilizar o carro, fiz algumas ligações para a MOURA e saber o status, devido a demora pedi o cancelamento e estorno no dia 02/02/2023 pelo telefone. Me disseram que não poderiam me dar resposta do cancelamento por já haver outra solicitação em andamento e eu não poderia falar com o setor responsável pelo cancelamento.Estou a 5 dias sem utilizar meu carro, a Moura não me passou nenhum posicionamento, não estou conseguindo conversar com o setor responsável para cancelar e estornar o valor.Muito frustrante essa situação, pois para vender, no site deles está em 50 minutos de entrega. Porém para cancelar ou trocar, ninguém sabe o dia e nem o prazo.Uma dica é nunca baterias de nenhum modelo da marca MOURA, pois, se apresentar defeito, você não vai conseguir utilizar seu carro por muito tempo.",
53,ID: 158583263,Bateria que dura 3 meses ,02/02/2023 às 08:20,Osasco - SP,Não respondida,"Comprei uma bateria pela internet pelo próprio site da Moura no mês de Agosto, em Novembro, quando fui sair com o carro para mais um dia de trabalho o carro não ligava. Liguei para Moura para relatar o problema e eles agendaram um técnico para ir até a minha residência e ainda tive que pagar aproximadamente 60,00. O mesmo retirou a bateria e quase 2 meses depois recebi um retorno que a bateria foi restaurada e que fariam a devolução da mesma cobrando novamente a mesma taxa!!! Absurdo ter que pagar essas taxas onde comprei uma bateria nova.",
54,ID: 158548633,Cadê a garantia?,01/02/2023 às 15:58,Uberlândia - MG,Não respondida,"No último dia 27/01 realizei uma compra de bateria via site da Moura. A promessa era que entregariam instalada e testada em até 50 minutos. Até aí tudo certo. Porém, a pessoa que veio trazer e instalar a bateria no meu carro não me entregou a nota fiscal do produto. Quando o questionei a respeito ele disse que a nota seria enviada por e-mail em até 2 dias úteis. Entrei em contato com a empresa via e-mail, mas não me retornaram até o momento.",
55,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
56,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
57,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
58,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
59,ID: 158346777,Bateria com defeito ,29/01/2023 às 23:22,Guarulhos - SP,Não respondida,"No dia 05/11/2022 fui em uma loja mercadocar q fica localizada na avenida marechal tito n 5699 no itaim paulista,e comprei uma bateria de 60 amperes da marca Moura eles instalaram no meu carro e após dois meses a bateria apresentou um vício oculto meu mecânico retirou a mesma e fui ate um ponto de garantias moura e fui informado q não poderiam trocar o produto pois estava com um furo na parte inferior da bateria devido a uma corrosão interna q foi indentificado por um atendente no momento em q cheguei ao local de garantia,sem ao menos fazer uma análise técnica do produto,pois já condenou no ato informando q a garantia não seria possível,pois o vício oculto ocasionou uma corrosão e formou um buraco na parte de baixo,então fui ate a loja mercado car ver se eles resolviam o meu problema,pois comprei o produto com vício oculto então eles me informaram q não poderiam fazer nada referente a isso,então acabei ficando no prejuízo e tive q comprar outra bateria.",
60,ID: 158633473,Bateria Moura com um mês de uso deu problema!,02/02/2023 às 18:43,Fortaleza - CE,Não respondida,"Bateria Moura com um mês de uso deu problema, levei na revenda a qual fez um reparo falando que esse reparo foi feito na assistência técnica da Moura, recebi a bateria no outro dia. O mesmo problema voltou a ocorrer com exatos 2 meses. Porem resolvi levar direto na assistência da Moura e lá me passaram o laudo que a garantia tinha sido perdida devido ao reparo, o qual a revenda autorizada havia dito que tinha sido executado na Moura. Resumindo: R$ 520,00 jogados no lixo! Uso baterias Moura em 2 veículos e em 3 motos. Nunca tinha precisado da garantia, e logo na primeira vez acontece isso! Bem que me avisaram para colocar a Yuasa que era a original. Bem, a besteira já foi feita! Não usarei mais baterias moura nas próximas trocas!!! Para não correi o risco que ficar sem o transporte!",
61,ID: 158598967,Pedi á troca de uma bateria depois cancelamento e estorno e não tive retorno,02/02/2023 às 11:35,Belo Horizonte - MG,Não respondida,"Tenho um volkswagen GOL, pedi uma bateria no SITE data MOURA no dia 25/01/2023 (Quarte-feira), a bateria funcionou apenas por 4 dias, quando fui verificar o modelo e era diferente do que estava antes no meu carro. Abri uma solicitação de troca do dia 29/01/2023 (Domingo) e outra no dia 30/01/2023. Porém não tive resposta, apenas que foi criada a solicitação.Devido a demora e eu estar sem utilizar o carro, fiz algumas ligações para a MOURA e saber o status, devido a demora pedi o cancelamento e estorno no dia 02/02/2023 pelo telefone. Me disseram que não poderiam me dar resposta do cancelamento por já haver outra solicitação em andamento e eu não poderia falar com o setor responsável pelo cancelamento.Estou a 5 dias sem utilizar meu carro, a Moura não me passou nenhum posicionamento, não estou conseguindo conversar com o setor responsável para cancelar e estornar o valor.Muito frustrante essa situação, pois para vender, no site deles está em 50 minutos de entrega. Porém para cancelar ou trocar, ninguém sabe o dia e nem o prazo.Uma dica é nunca baterias de nenhum modelo da marca MOURA, pois, se apresentar defeito, você não vai conseguir utilizar seu carro por muito tempo.",
62,ID: 158583263,Bateria que dura 3 meses ,02/02/2023 às 08:20,Osasco - SP,Não respondida,"Comprei uma bateria pela internet pelo próprio site da Moura no mês de Agosto, em Novembro, quando fui sair com o carro para mais um dia de trabalho o carro não ligava. Liguei para Moura para relatar o problema e eles agendaram um técnico para ir até a minha residência e ainda tive que pagar aproximadamente 60,00. O mesmo retirou a bateria e quase 2 meses depois recebi um retorno que a bateria foi restaurada e que fariam a devolução da mesma cobrando novamente a mesma taxa!!! Absurdo ter que pagar essas taxas onde comprei uma bateria nova.",
63,ID: 158548633,Cadê a garantia?,01/02/2023 às 15:58,Uberlândia - MG,Não respondida,"No último dia 27/01 realizei uma compra de bateria via site da Moura. A promessa era que entregariam instalada e testada em até 50 minutos. Até aí tudo certo. Porém, a pessoa que veio trazer e instalar a bateria no meu carro não me entregou a nota fiscal do produto. Quando o questionei a respeito ele disse que a nota seria enviada por e-mail em até 2 dias úteis. Entrei em contato com a empresa via e-mail, mas não me retornaram até o momento.",
64,ID: 158546593,Garantia - tempo de troca da bateria,01/02/2023 às 15:36,Joinville - SC,Não respondida,"Boa tardeComprei uma bateria estacionaria modelo 12MS234 Solar, e em 4 meses apresentou problemas.Encaminhei para a assistência técnica em Araquari SC, onde fui muito bem atendido, entretanto, informaram que a bateria deverá ser trocada em garantia, e que levará em média 40 dias para chegar da Fábrica.Neste sentido, solicitei uma bateria em empréstimo até o retorno da bateria em garantia, e informaram que não possuem esta bateria em estoque.Tive experiências com a marca AD DELCO FREEDON, onde imediatamente disponibilizavam uma bateria de empréstimo.Acho um absurdo, aguardar 40 dias para um troca de bateria, um descaso com os clientes.",
65,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
66,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
